Timestamp,Actor,Role,Action,Object_Instance,Object_Type,Topic,Course_ID
2015-10-13 21:05,164,student,view,6,book,Topic 6,curso2,
2015-10-13 13:37,165,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 01:40,165,student,view,6,forum,Topic 6,curso2,
2015-10-13 01:30,165,student,view,6,book,Topic 6,curso2,
2015-10-13 23:50,165,student,post,6,forum,Topic 6,curso2,
2015-10-13 17:00,165,student,view,6,book,Topic 6,curso2,
2015-10-13 14:51,165,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 22:29,165,student,post,6,forum,Topic 6,curso2,
2015-10-13 12:52,165,student,view,6,book,Topic 6,curso2,
2015-10-13 16:57,165,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:36,165,student,view,6,forum,Topic 6,curso2,
2015-10-13 04:01,165,student,view,6,book,Topic 6,curso2,
2015-10-13 05:18,165,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 03:24,165,student,post,6,forum,Topic 6,curso2,
2015-10-13 06:05,165,student,view,6,book,Topic 6,curso2,
2015-10-13 24:43,165,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:51,165,student,view,6,quiz,Topic 6,curso2,
2015-10-13 04:34,165,student,view,6,link,Topic 6,curso2,
2015-10-13 14:30,165,student,view,6,forum,Topic 6,curso2,
2015-10-13 22:58,165,student,view,6,book,Topic 6,curso2,
2015-10-13 14:48,165,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 06:41,165,student,view,6,forum,Topic 6,curso2,
2015-10-13 19:31,165,student,view,6,book,Topic 6,curso2,
2015-10-13 04:05,165,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:32,165,student,view,6,book,Topic 6,curso2,
2015-10-13 19:24,165,student,post,6,forum,Topic 6,curso2,
2015-10-13 13:53,165,student,view,6,forum,Topic 6,curso2,
2015-10-13 10:48,165,student,view,6,LTI,Topic 6,curso2,
2015-10-13 15:58,165,student,view,6,link,Topic 6,curso2,
2015-10-13 12:17,166,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 24:35,166,student,view,6,forum,Topic 6,curso2,
2015-10-13 09:24,166,student,view,6,book,Topic 6,curso2,
2015-10-13 23:33,166,student,view,6,book,Topic 6,curso2,
2015-10-13 10:23,166,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 06:48,166,student,view,6,forum,Topic 6,curso2,
2015-10-13 06:50,166,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 17:27,166,student,view,6,forum,Topic 6,curso2,
2015-10-13 09:30,166,student,view,6,book,Topic 6,curso2,
2015-10-13 08:41,166,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 07:47,166,student,view,6,forum,Topic 6,curso2,
2015-10-13 14:08,166,student,view,6,book,Topic 6,curso2,
2015-10-13 22:03,167,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 01:32,167,student,view,6,quiz,Topic 6,curso2,
2015-10-13 02:23,167,student,view,6,link,Topic 6,curso2,
2015-10-13 24:20,167,student,view,6,book,Topic 6,curso2,
2015-10-13 24:14,168,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:07,168,student,view,6,forum,Topic 6,curso2,
2015-10-13 06:52,168,student,view,6,book,Topic 6,curso2,
2015-10-13 16:12,168,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 00:35,168,student,view,6,forum,Topic 6,curso2,
2015-10-13 02:09,168,student,view,6,book,Topic 6,curso2,
2015-10-13 10:18,168,student,view,6,forum,Topic 6,curso2,
2015-10-13 08:59,168,student,view,6,book,Topic 6,curso2,
2015-10-13 12:25,168,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 12:26,168,student,post,6,forum,Topic 6,curso2,
2015-10-13 03:25,168,student,view,6,book,Topic 6,curso2,
2015-10-13 09:11,168,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:39,168,student,post,6,forum,Topic 6,curso2,
2015-10-13 10:21,168,student,view,6,book,Topic 6,curso2,
2015-10-13 23:39,168,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 06:04,168,student,view,6,forum,Topic 6,curso2,
2015-10-13 00:17,168,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 22:47,168,student,view,6,quiz,Topic 6,curso2,
2015-10-13 05:41,168,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 06:06,168,student,post,6,forum,Topic 6,curso2,
2015-10-13 15:36,168,student,view,6,book,Topic 6,curso2,
2015-10-13 08:06,168,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 20:01,168,student,view,6,forum,Topic 6,curso2,
2015-10-13 20:59,168,student,view,6,book,Topic 6,curso2,
2015-10-13 13:16,168,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 17:25,169,student,post,6,forum,Topic 6,curso2,
2015-10-13 22:01,169,student,view,6,book,Topic 6,curso2,
2015-10-13 04:15,169,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:21,169,student,post,6,forum,Topic 6,curso2,
2015-10-13 01:30,169,student,view,6,book,Topic 6,curso2,
2015-10-13 02:59,169,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:01,169,student,view,6,forum,Topic 6,curso2,
2015-10-13 10:42,169,student,view,6,book,Topic 6,curso2,
2015-10-13 21:24,169,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:47,169,student,view,6,forum,Topic 6,curso2,
2015-10-13 23:23,169,student,view,6,book,Topic 6,curso2,
2015-10-13 23:37,169,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 07:31,169,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 20:36,169,student,view,6,forum,Topic 6,curso2,
2015-10-13 14:47,169,student,view,6,book,Topic 6,curso2,
2015-10-13 02:29,170,student,view,6,forum,Topic 6,curso2,
2015-10-13 16:57,170,student,view,6,book,Topic 6,curso2,
2015-10-13 02:11,170,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 01:59,170,student,view,6,forum,Topic 6,curso2,
2015-10-13 09:12,170,student,view,6,book,Topic 6,curso2,
2015-10-13 11:09,170,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 12:38,170,student,post,6,forum,Topic 6,curso2,
2015-10-13 24:06,170,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 24:14,170,student,view,6,link,Topic 6,curso2,
2015-10-13 16:10,170,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:31,170,student,view,6,forum,Topic 6,curso2,
2015-10-13 01:28,170,student,view,6,book,Topic 6,curso2,
2015-10-13 20:34,170,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 02:18,170,student,view,6,forum,Topic 6,curso2,
2015-10-13 03:17,170,student,view,6,book,Topic 6,curso2,
2015-10-13 00:24,170,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:43,170,student,post,6,forum,Topic 6,curso2,
2015-10-13 21:24,170,student,view,6,book,Topic 6,curso2,
2015-10-13 08:05,170,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 03:38,170,student,post,6,forum,Topic 6,curso2,
2015-10-13 19:41,170,student,view,6,book,Topic 6,curso2,
2015-10-13 16:22,170,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:31,170,student,view,6,book,Topic 6,curso2,
2015-10-13 21:52,170,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 09:33,170,student,post,6,forum,Topic 6,curso2,
2015-10-13 04:02,170,student,view,6,book,Topic 6,curso2,
2015-10-13 07:27,170,student,view,6,forum,Topic 6,curso2,
2015-10-13 06:26,170,student,view,6,book,Topic 6,curso2,
2015-10-13 15:37,172,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 09:36,172,student,view,6,forum,Topic 6,curso2,
2015-10-13 01:00,172,student,view,6,book,Topic 6,curso2,
2015-10-13 03:06,172,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 18:18,172,student,view,6,forum,Topic 6,curso2,
2015-10-13 16:07,172,student,view,6,book,Topic 6,curso2,
2015-10-13 03:42,172,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 08:41,172,student,view,6,forum,Topic 6,curso2,
2015-10-13 03:30,172,student,view,6,book,Topic 6,curso2,
2015-10-13 11:40,172,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:08,172,student,view,6,forum,Topic 6,curso2,
2015-10-13 04:48,172,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:36,172,student,post,6,forum,Topic 6,curso2,
2015-10-13 01:39,172,student,view,6,book,Topic 6,curso2,
2015-10-13 20:11,172,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 18:33,172,student,view,6,forum,Topic 6,curso2,
2015-10-13 09:31,172,student,view,6,book,Topic 6,curso2,
2015-10-13 00:46,172,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 12:45,172,student,view,6,link,Topic 6,curso2,
2015-10-13 24:27,172,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 23:27,172,student,view,6,forum,Topic 6,curso2,
2015-10-13 12:05,172,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 15:31,172,student,post,6,forum,Topic 6,curso2,
2015-10-13 05:00,172,student,view,6,book,Topic 6,curso2,
2015-10-13 24:41,173,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:51,173,student,view,6,book,Topic 6,curso2,
2015-10-13 11:24,173,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 20:49,173,student,view,6,forum,Topic 6,curso2,
2015-10-13 21:49,173,student,view,6,book,Topic 6,curso2,
2015-10-13 18:28,173,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 18:09,173,student,view,6,book,Topic 6,curso2,
2015-10-13 23:36,173,student,post,6,forum,Topic 6,curso2,
2015-10-13 18:04,173,student,view,6,book,Topic 6,curso2,
2015-10-13 19:31,173,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:41,173,student,view,6,forum,Topic 6,curso2,
2015-10-13 19:53,173,student,view,6,book,Topic 6,curso2,
2015-10-13 12:60,174,student,view,6,link,Topic 6,curso2,
2015-10-13 03:05,174,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:33,174,student,post,6,forum,Topic 6,curso2,
2015-10-13 03:18,174,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:53,174,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 20:35,174,student,view,6,forum,Topic 6,curso2,
2015-10-13 06:11,174,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 08:36,174,student,post,6,forum,Topic 6,curso2,
2015-10-13 01:10,174,student,view,6,book,Topic 6,curso2,
2015-10-13 10:06,175,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 06:38,175,student,view,6,forum,Topic 6,curso2,
2015-10-13 20:01,175,student,view,6,book,Topic 6,curso2,
2015-10-13 03:04,175,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 10:19,175,student,view,6,forum,Topic 6,curso2,
2015-10-13 08:53,175,student,view,6,book,Topic 6,curso2,
2015-10-13 11:21,175,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 06:17,175,student,view,6,forum,Topic 6,curso2,
2015-10-13 17:35,175,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:41,175,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:52,175,student,view,6,quiz,Topic 6,curso2,
2015-10-13 21:02,175,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 24:11,175,student,view,6,book,Topic 6,curso2,
2015-10-13 06:42,176,student,view,6,forum,Topic 6,curso2,
2015-10-13 16:20,176,student,view,6,book,Topic 6,curso2,
2015-10-13 02:31,176,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:38,176,student,view,6,book,Topic 6,curso2,
2015-10-13 13:13,176,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 13:38,176,student,post,6,forum,Topic 6,curso2,
2015-10-13 15:02,176,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:31,176,student,view,6,forum,Topic 6,curso2,
2015-10-13 20:37,176,student,view,6,book,Topic 6,curso2,
2015-10-13 24:10,178,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 16:41,178,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 16:14,178,student,view,6,forum,Topic 6,curso2,
2015-10-13 13:47,178,student,view,6,book,Topic 6,curso2,
2015-10-13 03:40,178,student,view,6,forum,Topic 6,curso2,
2015-10-13 24:15,178,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 20:11,178,student,view,6,forum,Topic 6,curso2,
2015-10-13 03:46,178,student,view,6,book,Topic 6,curso2,
2015-10-13 14:34,178,student,post,6,forum,Topic 6,curso2,
2015-10-13 04:45,178,student,post,6,forum,Topic 6,curso2,
2015-10-13 11:55,178,student,view,6,book,Topic 6,curso2,
2015-10-13 23:27,179,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 07:15,179,student,post,6,forum,Topic 6,curso2,
2015-10-13 12:01,179,student,view,6,book,Topic 6,curso2,
2015-10-13 07:00,179,student,view,6,forum,Topic 6,curso2,
2015-10-13 05:26,179,student,view,6,book,Topic 6,curso2,
2015-10-13 15:33,179,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 13:59,179,student,view,6,quiz,Topic 6,curso2,
2015-10-13 18:14,179,student,view,6,link,Topic 6,curso2,
2015-10-13 10:20,179,student,view,6,forum,Topic 6,curso2,
2015-10-13 23:51,179,student,view,6,book,Topic 6,curso2,
2015-10-13 16:47,180,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:01,180,student,post,6,forum,Topic 6,curso2,
2015-10-13 17:23,180,student,view,6,wiki,Topic 6,curso2,
2015-10-13 06:41,180,student,view,6,book,Topic 6,curso2,
2015-10-13 14:58,180,student,view,6,link,Topic 6,curso2,
2015-10-13 24:05,180,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 02:16,180,student,view,6,forum,Topic 6,curso2,
2015-10-13 07:02,180,student,view,6,book,Topic 6,curso2,
2015-10-13 04:18,181,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 12:59,181,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:46,181,student,view,6,forum,Topic 6,curso2,
2015-10-13 10:53,181,student,view,6,book,Topic 6,curso2,
2015-10-13 19:59,181,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 15:21,181,student,view,6,book,Topic 6,curso2,
2015-10-13 04:27,181,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 20:14,181,student,view,6,forum,Topic 6,curso2,
2015-10-13 15:58,181,student,post,6,forum,Topic 6,curso2,
2015-10-13 06:21,181,student,view,6,book,Topic 6,curso2,
2015-10-13 18:37,181,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:60,181,student,view,6,forum,Topic 6,curso2,
2015-10-13 17:07,181,student,view,6,book,Topic 6,curso2,
2015-10-13 06:55,181,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 16:44,181,student,view,6,forum,Topic 6,curso2,
2015-10-13 10:36,181,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 07:29,181,student,post,6,forum,Topic 6,curso2,
2015-10-13 07:23,181,student,view,6,book,Topic 6,curso2,
2015-10-13 13:37,181,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:58,181,student,view,6,forum,Topic 6,curso2,
2015-10-13 00:05,181,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:23,181,student,post,6,forum,Topic 6,curso2,
2015-10-13 14:36,181,student,view,6,book,Topic 6,curso2,
2015-10-13 04:10,182,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 22:22,182,student,post,6,forum,Topic 6,curso2,
2015-10-13 18:18,182,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 15:00,182,student,view,6,wiki,Topic 6,curso2,
2015-10-13 11:10,182,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 10:34,182,student,view,6,book,Topic 6,curso2,
2015-10-13 08:52,182,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 05:60,182,student,view,6,book,Topic 6,curso2,
2015-10-13 10:31,183,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:00,183,student,post,6,forum,Topic 6,curso2,
2015-10-13 12:36,183,student,view,6,book,Topic 6,curso2,
2015-10-13 10:10,183,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:17,183,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:37,183,student,view,6,forum,Topic 6,curso2,
2015-10-13 06:24,183,student,view,6,book,Topic 6,curso2,
2015-10-13 19:49,183,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 17:10,183,student,view,6,forum,Topic 6,curso2,
2015-10-13 12:42,183,student,post,6,forum,Topic 6,curso2,
2015-10-13 15:06,183,student,view,6,book,Topic 6,curso2,
2015-10-13 20:43,183,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:57,183,student,view,6,book,Topic 6,curso2,
2015-10-13 08:33,183,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 09:52,183,student,view,6,book,Topic 6,curso2,
2015-10-13 22:20,184,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 06:10,184,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 09:26,184,student,view,6,forum,Topic 6,curso2,
2015-10-13 08:44,184,student,view,6,wiki,Topic 6,curso2,
2015-10-13 15:55,184,student,view,6,link,Topic 6,curso2,
2015-10-13 23:13,184,student,post,6,forum,Topic 6,curso2,
2015-10-13 06:26,184,student,view,6,book,Topic 6,curso2,
2015-10-13 14:42,184,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 18:15,184,student,view,6,forum,Topic 6,curso2,
2015-10-13 18:47,184,student,view,6,book,Topic 6,curso2,
2015-10-13 16:45,185,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 13:46,185,student,view,6,forum,Topic 6,curso2,
2015-10-13 08:24,185,student,view,6,book,Topic 6,curso2,
2015-10-13 13:09,185,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 10:48,185,student,post,6,forum,Topic 6,curso2,
2015-10-13 05:00,185,student,view,6,book,Topic 6,curso2,
2015-10-13 14:51,185,student,view,6,forum,Topic 6,curso2,
2015-10-13 09:55,185,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 12:33,185,student,post,6,forum,Topic 6,curso2,
2015-10-13 09:11,185,student,view,6,book,Topic 6,curso2,
2015-10-13 23:01,185,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 02:39,185,student,view,6,forum,Topic 6,curso2,
2015-10-13 22:13,185,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:37,185,student,post,6,forum,Topic 6,curso2,
2015-10-13 00:37,185,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 24:43,185,student,view,6,book,Topic 6,curso2,
2015-10-13 06:34,185,student,view,6,book,Topic 6,curso2,
2015-10-13 12:21,185,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 08:31,185,student,view,6,forum,Topic 6,curso2,
2015-10-13 17:38,185,student,view,6,book,Topic 6,curso2,
2015-10-13 04:14,186,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 23:41,186,student,view,6,forum,Topic 6,curso2,
2015-10-13 00:57,186,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 16:08,186,student,view,6,forum,Topic 6,curso2,
2015-10-13 07:48,186,student,view,6,book,Topic 6,curso2,
2015-10-13 03:25,186,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:28,186,student,post,6,forum,Topic 6,curso2,
2015-10-13 17:21,186,student,view,6,book,Topic 6,curso2,
2015-10-13 23:38,186,student,view,6,forum,Topic 6,curso2,
2015-10-13 05:53,186,student,view,6,book,Topic 6,curso2,
2015-10-13 10:28,186,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 05:27,186,student,view,6,forum,Topic 6,curso2,
2015-10-13 24:30,186,student,view,6,book,Topic 6,curso2,
2015-10-13 19:33,186,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 17:13,186,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:33,186,student,view,6,forum,Topic 6,curso2,
2015-10-13 07:55,186,student,view,6,book,Topic 6,curso2,
2015-10-13 15:35,186,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:51,186,student,post,6,forum,Topic 6,curso2,
2015-10-13 07:29,186,student,view,6,book,Topic 6,curso2,
2015-10-13 02:29,187,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 16:06,187,student,post,6,forum,Topic 6,curso2,
2015-10-13 21:44,187,student,view,6,book,Topic 6,curso2,
2015-10-13 13:12,187,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 01:31,187,student,post,6,forum,Topic 6,curso2,
2015-10-13 16:17,187,student,view,6,book,Topic 6,curso2,
2015-10-13 05:37,187,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 03:29,187,student,view,6,book,Topic 6,curso2,
2015-10-13 12:18,187,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:19,187,student,view,6,forum,Topic 6,curso2,
2015-10-13 15:21,187,student,view,6,link,Topic 6,curso2,
2015-10-13 13:19,187,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:07,187,student,post,6,forum,Topic 6,curso2,
2015-10-13 16:28,187,student,view,6,book,Topic 6,curso2,
2015-10-13 19:21,188,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 17:30,188,student,view,6,forum,Topic 6,curso2,
2015-10-13 07:02,188,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:39,188,student,post,6,forum,Topic 6,curso2,
2015-10-13 09:50,188,student,view,6,book,Topic 6,curso2,
2015-10-13 24:50,188,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 15:33,188,student,view,6,forum,Topic 6,curso2,
2015-10-13 24:43,188,student,view,6,book,Topic 6,curso2,
2015-10-13 23:11,188,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 22:35,188,student,view,6,book,Topic 6,curso2,
2015-10-13 07:12,190,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 09:10,190,student,view,6,forum,Topic 6,curso2,
2015-10-13 15:30,190,student,view,6,book,Topic 6,curso2,
2015-10-13 03:28,190,student,view,6,forum,Topic 6,curso2,
2015-10-13 14:25,190,student,view,6,forum,Topic 6,curso2,
2015-10-13 00:39,190,student,view,6,book,Topic 6,curso2,
2015-10-13 06:34,190,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 10:41,190,student,view,6,forum,Topic 6,curso2,
2015-10-13 22:51,190,student,view,6,book,Topic 6,curso2,
2015-10-13 24:17,190,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:53,190,student,view,6,forum,Topic 6,curso2,
2015-10-13 00:49,190,student,view,6,book,Topic 6,curso2,
2015-10-13 10:53,190,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 12:01,190,student,view,6,forum,Topic 6,curso2,
2015-10-13 24:32,190,student,view,6,book,Topic 6,curso2,
2015-10-13 04:17,191,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 00:10,191,student,view,6,forum,Topic 6,curso2,
2015-10-13 22:28,191,student,view,6,book,Topic 6,curso2,
2015-10-13 06:07,191,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 08:23,191,student,post,6,forum,Topic 6,curso2,
2015-10-13 20:40,191,student,view,6,book,Topic 6,curso2,
2015-10-13 09:57,191,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:49,191,student,post,6,forum,Topic 6,curso2,
2015-10-13 12:20,191,student,view,6,book,Topic 6,curso2,
2015-10-13 19:40,191,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 22:08,191,student,view,6,quiz,Topic 6,curso2,
2015-10-13 13:15,191,student,view,6,link,Topic 6,curso2,
2015-10-13 10:53,191,student,post,6,forum,Topic 6,curso2,
2015-10-13 24:43,191,student,view,6,book,Topic 6,curso2,
2015-10-13 07:11,191,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:16,191,student,view,6,book,Topic 6,curso2,
2015-10-13 17:45,191,student,post,6,forum,Topic 6,curso2,
2015-10-13 22:11,191,student,view,6,book,Topic 6,curso2,
2015-10-13 18:49,191,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 05:16,191,student,view,6,forum,Topic 6,curso2,
2015-10-13 12:03,191,student,view,6,book,Topic 6,curso2,
2015-10-13 04:38,191,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 16:53,191,student,post,6,forum,Topic 6,curso2,
2015-10-13 16:02,192,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 00:11,192,student,view,6,forum,Topic 6,curso2,
2015-10-13 00:24,192,student,view,6,book,Topic 6,curso2,
2015-10-13 00:53,192,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:53,192,student,view,6,forum,Topic 6,curso2,
2015-10-13 03:41,192,student,view,6,book,Topic 6,curso2,
2015-10-13 10:12,192,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 15:09,192,student,view,6,forum,Topic 6,curso2,
2015-10-13 20:05,192,student,view,6,book,Topic 6,curso2,
2015-10-13 03:34,192,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 12:24,192,student,view,6,forum,Topic 6,curso2,
2015-10-13 03:43,192,student,view,6,book,Topic 6,curso2,
2015-10-13 14:27,192,student,view,6,forum,Topic 6,curso2,
2015-10-13 20:37,192,student,view,6,book,Topic 6,curso2,
2015-10-13 22:35,192,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:55,192,student,view,6,forum,Topic 6,curso2,
2015-10-13 20:26,192,student,post,6,forum,Topic 6,curso2,
2015-10-13 17:49,193,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:21,193,student,view,6,forum,Topic 6,curso2,
2015-10-13 17:40,193,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 23:13,193,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 17:06,193,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 23:26,193,student,view,6,forum,Topic 6,curso2,
2015-10-13 24:25,193,student,view,6,book,Topic 6,curso2,
2015-10-13 24:39,193,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 12:30,193,student,view,6,forum,Topic 6,curso2,
2015-10-13 23:49,193,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:22,193,student,view,6,forum,Topic 6,curso2,
2015-10-13 02:54,193,student,view,6,book,Topic 6,curso2,
2015-10-13 05:52,193,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 15:54,193,student,view,6,forum,Topic 6,curso2,
2015-10-13 16:57,193,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 07:24,194,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:04,194,student,view,6,book,Topic 6,curso2,
2015-10-13 02:35,194,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 09:47,194,student,view,6,forum,Topic 6,curso2,
2015-10-13 21:20,194,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 13:24,194,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 19:56,194,student,view,6,link,Topic 6,curso2,
2015-10-13 04:32,194,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 24:55,194,student,post,6,forum,Topic 6,curso2,
2015-10-13 14:05,194,student,view,6,book,Topic 6,curso2,
2015-10-13 10:49,194,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 04:32,194,student,view,6,book,Topic 6,curso2,
2015-10-13 18:10,194,student,view,6,forum,Topic 6,curso2,
2015-10-13 16:02,194,student,view,6,book,Topic 6,curso2,
2015-10-13 03:14,195,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 00:12,195,student,view,6,forum,Topic 6,curso2,
2015-10-13 16:60,195,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 05:20,195,student,post,6,forum,Topic 6,curso2,
